,video,prompt
357,heads_all/00340_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
358,heads_all/00346_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
359,heads_all/00346_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
360,heads_all/00348_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
361,heads_all/00348_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
362,heads_all/00350_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
363,heads_all/00350_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
364,heads_all/00352_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
365,heads_all/00352_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
366,heads_all/00354_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
367,heads_all/00354_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
368,heads_all/00355_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
369,heads_all/00355_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
370,heads_all/00356_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
371,heads_all/00356_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
372,heads_all/00357_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
373,heads_all/00357_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
374,heads_all/00359_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
375,heads_all/00359_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
376,heads_all/00361_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
377,heads_all/00361_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
378,heads_all/00364_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
379,heads_all/00364_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
380,heads_all/00365_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
381,heads_all/00365_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
382,heads_all/00366_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
383,heads_all/00366_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
384,heads_all/00367_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
385,heads_all/00367_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
386,heads_all/00369_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
387,heads_all/00369_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
388,heads_all/00370_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
389,heads_all/00370_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
390,heads_all/00373_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
391,heads_all/00373_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
392,heads_all/00374_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
393,heads_all/00374_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
394,heads_all/00376_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
395,heads_all/00376_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
396,heads_all/00377_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
397,heads_all/00377_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
398,heads_all/00380_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
399,heads_all/00380_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
400,heads_all/00381_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
401,heads_all/00381_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
402,heads_all/00382_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
403,heads_all/00382_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
404,heads_all/00383_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
405,heads_all/00383_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
406,heads_all/00384_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
407,heads_all/00384_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
408,heads_all/00386_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
409,heads_all/00386_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
410,heads_all/00387_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
411,heads_all/00387_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
412,heads_all/00388_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
413,heads_all/00388_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
414,heads_all/00390_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
415,heads_all/00390_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
416,heads_all/00393_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
417,heads_all/00393_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
418,heads_all/00394_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
419,heads_all/00394_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
420,heads_all/00395_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
421,heads_all/00395_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
422,heads_all/00398_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
423,heads_all/00398_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
424,heads_all/00401_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
425,heads_all/00401_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
426,heads_all/00402_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
427,heads_all/00402_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
428,heads_all/00406_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
429,heads_all/00406_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
430,heads_all/00407_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
431,heads_all/00407_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
432,heads_all/00410_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
433,heads_all/00410_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
434,heads_all/00411_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
435,heads_all/00411_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
436,heads_all/00414_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
437,heads_all/00414_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
438,heads_all/00415_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
439,heads_all/00415_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
440,heads_all/00416_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
441,heads_all/00416_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
442,heads_all/00417_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
443,heads_all/00417_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
444,heads_all/00418_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
445,heads_all/00418_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
446,heads_all/00420_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
447,heads_all/00420_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
448,heads_all/00421_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
449,heads_all/00421_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
450,heads_all/00423_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
451,heads_all/00423_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
452,heads_all/00424_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
453,heads_all/00424_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
454,heads_all/00426_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
455,heads_all/00426_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
456,heads_all/00427_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
457,heads_all/00427_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
458,heads_all/00429_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
459,heads_all/00429_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
460,heads_all/00430_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
461,heads_all/00430_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
462,heads_all/00436_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
463,heads_all/00436_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
464,heads_all/00437_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
465,heads_all/00437_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
466,heads_all/00439_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
467,heads_all/00439_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
468,heads_all/00440_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
469,heads_all/00440_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
470,heads_all/00442_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
471,heads_all/00442_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
472,heads_all/00445_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
473,heads_all/00445_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
474,heads_all/00448_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
475,heads_all/00448_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
476,heads_all/00449_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
477,heads_all/00449_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
478,heads_all/00454_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
479,heads_all/00454_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
480,heads_all/00464_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
481,heads_all/00464_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
482,heads_all/00466_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
483,heads_all/00466_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
484,heads_all/00468_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
485,heads_all/00468_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
486,heads_all/00472_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
487,heads_all/00472_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
488,heads_all/00473_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
489,heads_all/00473_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
490,heads_all/00474_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
491,heads_all/00474_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
492,heads_all/00476_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
493,heads_all/00476_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
494,heads_all/00477_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
495,heads_all/00477_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
496,heads_all/00478_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
497,heads_all/00478_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
498,heads_all/00479_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
499,heads_all/00479_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
500,heads_all/00480_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
501,heads_all/00480_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
502,heads_all/00487_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
503,heads_all/00487_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
504,heads_all/00490_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
505,heads_all/00490_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
506,heads_all/00491_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
507,heads_all/00491_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
508,heads_all/00492_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
509,heads_all/00492_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
510,heads_all/00494_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
511,heads_all/00494_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
512,heads_all/00495_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
513,heads_all/00495_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
514,heads_all/00496_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
515,heads_all/00496_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
516,heads_all/00497_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
517,heads_all/00497_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
518,heads_all/00498_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
519,heads_all/00498_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
520,heads_all/00499_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
521,heads_all/00499_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
522,heads_all/00501_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
523,heads_all/00501_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
524,heads_all/00502_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
525,heads_all/00502_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
526,heads_all/00503_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
527,heads_all/00503_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
528,heads_all/00504_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
529,heads_all/00504_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
530,heads_all/00505_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
531,heads_all/00505_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
532,heads_all/00507_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
533,heads_all/00507_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
534,heads_all/00508_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
535,heads_all/00508_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
536,heads_all/00509_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
537,heads_all/00509_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
538,heads_all/00510_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
539,heads_all/00510_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
540,heads_all/00514_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
541,heads_all/00514_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
542,heads_all/00516_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
543,heads_all/00516_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
544,heads_all/00518_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
545,heads_all/00518_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
546,heads_all/00519_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
547,heads_all/00519_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
548,heads_all/00520_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
549,heads_all/00520_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
550,heads_all/00521_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
551,heads_all/00521_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
552,heads_all/00524_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
553,heads_all/00524_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
554,heads_all/00525_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
555,heads_all/00525_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
556,heads_all/00526_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
557,heads_all/00526_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
558,heads_all/00527_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
559,heads_all/00527_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
560,heads_all/00528_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
561,heads_all/00528_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
562,heads_all/00529_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
563,heads_all/00529_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
564,heads_all/00530_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
565,heads_all/00530_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
566,heads_all/00532_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
567,heads_all/00532_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
568,heads_all/00537_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
569,heads_all/00537_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
570,heads_all/00538_color8.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
571,heads_all/00538_color9.mp4,"a smooth 360-degree rotation video of a human head, centered, neutral pose, consistent lighting, clean background, steady camera orbit"
